code,name,district,percentage_pass,percentage_pass_round,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,longitude,latitude,ownership,ward,number_enrolled,number_teaching_staff,ratio,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,region,candidates,number_pass,percentage_pass_change
PS1702-032,Kitwana Primary School,Kahama,14.54545455,15,14062,53,33,62.26415094,12661,primary,,,,,,,,,,Shinyanga,55,8,-47.7186964
PS1702-033,Korogwe Primary School,Kahama,73.07692308,73,4070,84,24,28.57142857,3946,primary,,,,,,,,,,Shinyanga,104,76,44.50549451
PS1702-034,Kwema Primary School,Kahama,100,100,143,64,27,42.1875,,primary,,,,,,,,,,Shinyanga,183,183,57.8125
PS1702-035,Kwema Modern,Kahama,100,100,4,49,7,14.28571429,,primary,,,,,,,,,,Shinyanga,50,50,85.71428571
PS1702-036,Lowa Primary School,Kahama,40.81632653,41,9252,48,11,22.91666667,13524,primary,,,,,,,,,,Shinyanga,49,20,17.89965986
PS1702-037,Magobeko Primary School,Kahama,38.0952381,38,8210,38,8,21.05263158,12964,primary,,,,,,,,,,Shinyanga,21,8,17.04260652
PS1702-038,Majengo Primary School,Kahama,93.26923077,93,1565,69,15,21.73913043,2186,primary,,,,,,,,,,Shinyanga,104,97,71.53010033
PS1702-039,Malenge Primary School,Kahama,23.07692308,23,12457,77,3,3.896103896,5817,primary,,,,,,,,,,Shinyanga,52,12,19.18081918
PS1702-040,Malunga Primary School,Kahama,63,63,4004,52,8,15.38461538,3701,primary,,,,,,,,,,Shinyanga,100,63,47.61538462
PS1702-041,Mbulu Primary School,Kahama,66.86746988,67,4985,72,2,2.777777778,3335,primary,,,,,,,,,,Shinyanga,166,111,64.0896921
PS1702-042,Mhongolo Primary School,Kahama,78.125,78,2251,67,17,25.37313433,2839,primary,,,,,,,,,,Shinyanga,96,75,52.75186567
PS1702-043,Mhungula Primary School,Kahama,73.94366197,74,2978,67,16,23.88059701,4360,primary,,,,,,,,,,Shinyanga,142,105,50.06306496
PS1702-044,Mingas Primary School,Kahama,100,100,119,62,7,11.29032258,118,primary,,,,,,,,,,Shinyanga,55,55,88.70967742
PS1702-045,Mondo Primary School,Kahama,32.14285714,32,11067,30,8,26.66666667,10112,primary,,,,,,,,,,Shinyanga,56,18,5.476190476
PS1702-046,Mpera Primary School,Kahama,39.39393939,39,8749,24,0,0,8069,primary,,,,,,,,,,Shinyanga,66,26,39.39393939
PS1702-047,Mwanzwagi Primary School,Kahama,34.88372093,35,10735,,,,11196,primary,,,,,,,,,,Shinyanga,43,15,
PS1702-048,Mwendakulima Primary School,Kahama,55.40540541,55,6362,,,,5755,primary,,,,,,,,,,Shinyanga,74,41,
PS1702-049,Mwime Primary School,Kahama,48,48,5986,,,,2541,primary,,,,,,,,,,Shinyanga,75,36,
PS1702-050,Nduku Primary School,Kahama,33.33333333,33,10688,29,5,17.24137931,7932,primary,,,,,,,,,,Shinyanga,51,17,16.09195402
PS1702-051,Ngogwa Primary School,Kahama,19.14893617,19,12289,,,,13084,primary,,,,,,,,,,Shinyanga,47,9,
PS1702-052,Ngulu Primary School,Kahama,45,45,6824,62,18,29.03225806,12870,primary,,,,,,,,,,Shinyanga,40,18,15.96774194
PS1702-053,Ntungulu Primary School,Kahama,16.12903226,16,13623,51,6,11.76470588,11346,primary,,,,,,,,,,Shinyanga,31,5,4.364326376
PS1702-054,Nuja Primary School,Kahama,18.75,19,13025,25,8,32,10842,primary,,,,,,,,,,Shinyanga,48,9,-13.25
PS1702-055,Nyahanga 'a',Kahama,70.83333333,71,4218,,,,,primary,,,,,,,,,,Shinyanga,120,85,
PS1702-056,Nyahanga 'b',Kahama,83.08823529,83,2795,,,,2116,primary,,,,,,,,,,Shinyanga,136,113,
PS1702-057,Nyambula Primary School,Kahama,16.27906977,16,13079,62,11,17.74193548,8992,primary,,,,,,,,,,Shinyanga,43,7,-1.462865717
PS1702-058,Nyandekwa Primary School,Kahama,36.66666667,37,9422,23,7,30.43478261,8014,primary,,,,,,,,,,Shinyanga,60,22,6.231884058
PS1702-059,Nyanhembe Primary School,Kahama,25,25,13898,76,20,26.31578947,13614,primary,,,,,,,,,,Shinyanga,24,6,-1.315789474
PS1702-060,Nyashimbi Primary School,Kahama,28.57142857,29,12541,84,25,29.76190476,12508,primary,,,,,,,,,,Shinyanga,56,16,-1.190476191
PS1702-061,Nyasubi Primary School,Kahama,55.90062112,56,5931,21,1,4.761904762,3445,primary,,,,,,,,,,Shinyanga,161,90,51.13871636
PS1702-062,Palikas Primary School,Kahama,100,100,22,,,,,primary,,,,,,,,,,Shinyanga,13,13,
PS1702-063,Penzi Primary School,Kahama,25,25,11713,29,8,27.5862069,10453,primary,,,,,,,,,,Shinyanga,28,7,-2.586206897
PS1702-064,Rocken Hill,Kahama,100,100,1,66,9,13.63636364,1,primary,,,,,,,,,,Shinyanga,50,50,86.36363636
PS1702-065,Rocken Hill Junior,Kahama,100,100,20,,,,17,primary,,,,,,,,,,Shinyanga,175,175,
PS1702-066,Sangilwa Primary School,Kahama,59.45945946,59,4378,93,59,63.44086022,4235,primary,,,,,,,,,,Shinyanga,37,22,-3.981400756
PS1702-067,Seeke Primary School,Kahama,33.33333333,33,8801,,,,8103,primary,,,,,,,,,,Shinyanga,33,11,
PS1702-068,Shunu Primary School,Kahama,80.39215686,80,3025,44,19,43.18181818,4547,primary,,,,,,,,,,Shinyanga,51,41,37.21033868
PS1702-069,Stfrancis Kagongwa,Kahama,100,100,228,,,,,primary,,,,,,,,,,Shinyanga,15,15,
PS1702-070,Sunge Primary School,Kahama,41.02564103,41,11254,32,14,43.75,13343,primary,,,,,,,,,,Shinyanga,39,16,-2.724358974
PS1702-071,Tulole Primary School,Kahama,4.545454546,5,13921,40,9,22.5,10994,primary,,,,,,,,,,Shinyanga,22,1,-17.95454545
PS1702-072,Tumaini Primary School,Kahama,31.70731707,32,12742,,,,5599,primary,,,,,,,,,,Shinyanga,41,13,
PS1702-073,Ubilimbi Primary School,Kahama,20.58823529,21,12983,47,3,6.382978723,11615,primary,,,,,,,,,,Shinyanga,34,7,14.20525657
PS1702-074,Ufala Primary School,Kahama,38.70967742,39,9400,29,5,17.24137931,11382,primary,,,,,,,,,,Shinyanga,31,12,21.46829811
PS1702-075,Wame Primary School,Kahama,25,25,11756,,,,7887,primary,,,,,,,,,,Shinyanga,28,7,
PS1702-076,Wendele Primary School,Kahama,51.35135135,51,7015,246,110,44.71544715,4477,primary,,,,,,,,,,Shinyanga,37,19,6.635904197
PS1702-077,Wigehe Primary School,Kahama,74.19354839,74,3147,38,5,13.15789474,2604,primary,,,,,,,,,,Shinyanga,31,23,61.03565365
PS1702-078,Zongomera Primary School,Kahama,42.5,43,10347,201,122,60.69651741,12931,primary,,,,,,,,,,Shinyanga,40,17,-18.19651741
PS1703-064,Mipa Primary School,Kishapu,60,60,6903,146,2,1.369863014,,primary,,,,,,,,,,Shinyanga,75,45,58.63013699
PS1703-069,Mwadui 'a' Pr. School,Kishapu,100,100,95,63,17,26.98412698,,primary,,,,,,,,,,Shinyanga,50,50,73.01587302
PS1703-081,Mwasubi Pr. Sc Hool,Kishapu,29.72972973,30,11804,54,13,24.07407407,,primary,,,,,,,,,,Shinyanga,37,11,5.655655656
PS1703-089,Ng'wajidalala Primary School,Kishapu,21.27659574,21,13822,62,9,14.51612903,,primary,,,,,,,,,,Shinyanga,47,10,6.760466712
PS1704-002,Balina English Medium Primary School,Shinyanga Municipal,94.23076923,94,588,46,0,0,,primary,,,,,,,,,,Shinyanga,52,49,94.23076923
PS1704-005,Bugoyi 'a' Primary School,Shinyanga Municipal,88.57142857,89,1830,82,1,1.219512195,,primary,,,,,,,,,,Shinyanga,105,93,87.35191638
PS1704-006,Bugoyi 'b' Primary School,Shinyanga Municipal,81.81818182,82,2431,74,0,0,,primary,,,,,,,,,,Shinyanga,77,63,81.81818182
PS1704-013,Hope English Medium Primary School,Shinyanga Municipal,100,100,477,95,5,5.263157895,,primary,,,,,,,,,,Shinyanga,19,19,94.73684211
PS1704-015,Ibadhi English Medium Primary School,Shinyanga Municipal,93.75,94,1214,30,1,3.333333333,,primary,,,,,,,,,,Shinyanga,32,30,90.41666667
PS1704-025,Mapinduzi 'a' Primary School,Shinyanga Municipal,89.74358974,90,1804,47,1,2.127659575,,primary,,,,,,,,,,Shinyanga,78,70,87.61593017
PS1704-026,Mapinduzi 'b' Primary School,Shinyanga Municipal,95.91836735,96,1063,34,2,5.882352941,,primary,,,,,,,,,,Shinyanga,98,94,90.03601441
PS1704-027,Mhumbu Islamic English Medium Primary School,Shinyanga Municipal,100,100,1147,58,3,5.172413793,,primary,,,,,,,,,,Shinyanga,12,12,94.82758621
PS1704-032,Mwamagunguli 'a' Primary School,Shinyanga Municipal,43.75,44,8083,44,4,9.090909091,,primary,,,,,,,,,,Shinyanga,16,7,34.65909091
PS1704-033,Mwamagunguli 'b' Primary School,Shinyanga Municipal,62.22222222,62,4897,93,4,4.301075269,,primary,,,,,,,,,,Shinyanga,45,28,57.92114695
PS1704-038,Ndala 'a' Primary School,Shinyanga Municipal,71.42857143,71,3630,48,19,39.58333333,,primary,,,,,,,,,,Shinyanga,140,100,31.8452381
PS1704-039,Ndala 'b' Primary School,Shinyanga Municipal,76.8115942,77,2339,152,52,34.21052632,,primary,,,,,,,,,,Shinyanga,69,53,42.60106789
PS1704-044,Old Shinyanga Primary School,Shinyanga Municipal,63.63636364,64,4792,77,11,14.28571429,,primary,,,,,,,,,,Shinyanga,88,56,49.35064935
PS1704-045,Shitta English Medium Primary School,Shinyanga Municipal,85.71428571,86,1727,96,5,5.208333333,,primary,,,,,,,,,,Shinyanga,14,12,80.50595238
PS1704-046,St Anne English Medium Primary School,Shinyanga Municipal,100,100,385,117,10,8.547008547,,primary,,,,,,,,,,Shinyanga,33,33,91.45299145
PS1704-047,Town-school Primary School,Shinyanga Municipal,93.10344828,93,1255,33,2,6.060606061,,primary,,,,,,,,,,Shinyanga,116,108,87.04284222
PS1704-054,Wame Primary School,Shinyanga Municipal,86.66666667,87,2764,55,3,5.454545455,,primary,,,government,Kolandoto,679,,,2,0,Shinyanga,30,26,81.21212121
PS1705-001,Bubale Primary School,Shinyanga,74.24242424,74,3929,,,,12462,primary,,,,,,,,,,Shinyanga,66,49,
PS1705-002,Buduhe Primary School,Shinyanga,31.25,31,11104,88,7,7.954545455,5667,primary,,,,,,,,,,Shinyanga,32,10,23.29545455
PS1705-003,Bugisi Primary School,Shinyanga,81.81818182,82,1958,,,,2575,primary,,,,,,,,,,Shinyanga,44,36,
PS1705-004,Bugogo Primary School,Shinyanga,53.33333333,53,9228,,,,13167,primary,,,,,,,,,,Shinyanga,30,16,
PS1705-005,Bukene Primary School,Shinyanga,30.95238095,31,11673,,,,10710,primary,,,,,,,,,,Shinyanga,42,13,
PS1705-006,Bukiligulu Primary School,Shinyanga,25.58139535,26,11993,,,,11748,primary,,,,,,,,,,Shinyanga,43,11,
PS1705-007,Bukumbi Primary School,Shinyanga,29.72972973,30,11627,49,28,57.14285714,9243,primary,,,,,,,,,,Shinyanga,37,11,-27.41312741
PS1705-008,Bulambila Primary School,Shinyanga,29.03225806,29,10743,49,4,8.163265306,13096,primary,,,,,,,,,,Shinyanga,31,9,20.86899276
PS1705-009,Bunonga Primary School,Shinyanga,58,58,6984,24,4,16.66666667,14499,primary,,,,,,,,,,Shinyanga,50,29,41.33333333
PS1705-010,Busanda Primary School,Shinyanga,40,40,10685,48,8,16.66666667,10401,primary,,,,,,,,,,Shinyanga,40,16,23.33333333
PS1705-011,Bushoma Primary School,Shinyanga,22.03389831,22,13486,34,4,11.76470588,9655,primary,,,,,,,,,,Shinyanga,59,13,10.26919242
PS1705-012,Buyubi Primary School,Shinyanga,65.51724138,66,4888,,,,8286,primary,,,,,,,,,,Shinyanga,29,19,
PS1705-013,Didia Primary School,Shinyanga,72.05882353,72,3469,,,,1563,primary,,,,,,,,,,Shinyanga,68,49,
PS1705-014,Gembe Primary School,Shinyanga,75,75,1888,,,,1317,primary,,,,,,,,,,Shinyanga,28,21,
PS1705-015,Hinduki Primary School,Shinyanga,88.0952381,88,3027,76,4,5.263157895,6981,primary,,,,,,,,,,Shinyanga,42,37,82.8320802
PS1705-016,Ibanza Primary School,Shinyanga,42.85714286,43,8933,,,,13652,primary,,,,,,,,,,Shinyanga,21,9,
PS1705-017,Ibubu Primary School,Shinyanga,11.42857143,11,15375,50,7,14,13422,primary,,,,,,,,,,Shinyanga,35,4,-2.571428571
PS1705-018,Idodoma Primary School,Shinyanga,60,60,4389,47,9,19.14893617,13050,primary,,,,,,,,,,Shinyanga,35,21,40.85106383
PS1705-019,Iganza Primary School,Shinyanga,31.48148148,31,11872,,,,12558,primary,,,,,,,,,,Shinyanga,54,17,
PS1705-020,Igegu Primary School,Shinyanga,72.4137931,72,3410,45,23,51.11111111,11706,primary,,,,,,,,,,Shinyanga,29,21,21.30268199
PS1705-021,Ihalo Primary School,Shinyanga,52.38095238,52,5891,,,,4844,primary,,,,,,,,,,Shinyanga,42,22,
PS1705-022,Ihugi Primary School,Shinyanga,45.45454545,45,6584,20,15,75,12896,primary,,,,,,,,,,Shinyanga,55,25,-29.54545455
PS1705-023,Ikingwamanoti Primary School,Shinyanga,16.17647059,16,14598,,,,12906,primary,,,,,,,,,,Shinyanga,68,11,
PS1705-024,Ikonda Primary School,Shinyanga,65.78947368,66,5665,,,,14081,primary,,,,,,,,,,Shinyanga,38,25,
PS1705-025,Ikungulabupina Primary School,Shinyanga,24.24242424,24,12532,45,12,26.66666667,11469,primary,,,,,,,,,,Shinyanga,66,16,-2.424242424
PS1705-026,Ilobashi Primary School,Shinyanga,25.86206897,26,13296,40,1,2.5,13893,primary,,,,,,,,,,Shinyanga,58,15,23.36206897
PS1705-027,Ilola Primary School,Shinyanga,61.70212766,62,5419,,,,8254,primary,,,,,,,,,,Shinyanga,47,29,
PS1705-028,Imenya Primary School,Shinyanga,11.42857143,11,14747,,,,9986,primary,,,,,,,,,,Shinyanga,35,4,
PS1705-029,Imesela Primary School,Shinyanga,27.45098039,27,13691,,,,10309,primary,,,,,,,,,,Shinyanga,51,14,
PS1705-030,Ipango Primary School,Shinyanga,62.06896552,62,4687,24,2,8.333333333,4628,primary,,,,,,,,,,Shinyanga,29,18,53.73563218
PS1705-031,Isela Primary School,Shinyanga,76.92307692,77,4515,,,,2608,primary,,,,,,,,,,Shinyanga,26,20,
PS1705-032,Iselamagazi Primary School,Shinyanga,55.38461538,55,5894,,,,7365,primary,,,,,,,,,,Shinyanga,65,36,
PS1705-033,Ishinabulandi Primary School,Shinyanga,85.71428571,86,1353,51,6,11.76470588,1252,primary,,,,,,,,,,Shinyanga,28,24,73.94957983
PS1705-034,Ishololo Primary School,Shinyanga,44.82758621,45,7654,60,23,38.33333333,8166,primary,,,,,,,,,,Shinyanga,29,13,6.494252874
PS1705-035,Itubao Primary School,Shinyanga,7.692307692,8,15276,62,7,11.29032258,11904,primary,,,,,,,,,,Shinyanga,13,1,-3.598014888
PS1705-036,Jimondoli Primary School,Shinyanga,35.71428571,36,10222,45,5,11.11111111,7001,primary,,,,,,,,,,Shinyanga,28,10,24.6031746
PS1705-037,Kabale Primary School,Shinyanga,32.14285714,32,13772,,,,9550,primary,,,,,,,,,,Shinyanga,28,9,
PS1705-038,Kadoto Primary School,Shinyanga,28.125,28,12847,,,,11864,primary,,,,,,,,,,Shinyanga,32,9,
PS1705-039,Kano Primary School,Shinyanga,42.42424242,42,7559,,,,9335,primary,,,,,,,,,,Shinyanga,33,14,
PS1705-040,Kashishi Primary School,Shinyanga,56.36363636,56,5319,46,3,6.52173913,10507,primary,,,,,,,,,,Shinyanga,55,31,49.84189723
PS1705-041,Kazuni Primary School,Shinyanga,0,0,14881,,,,14183,primary,,,,,,,,,,Shinyanga,35,0,
PS1705-042,Kidanda Primary School,Shinyanga,17.64705882,18,13431,52,11,21.15384615,13383,primary,,,,,,,,,,Shinyanga,51,9,-3.50678733
PS1705-043,Kigwang'hona Primary School,Shinyanga,67.5,68,3679,,,,1672,primary,,,,,,,,,,Shinyanga,40,27,
PS1705-044,Kihongwe Primary School,Shinyanga,10.63829787,11,15275,36,5,13.88888889,6066,primary,,,,,,,,,,Shinyanga,47,5,-3.250591017
PS1705-045,Kilimawe Primary School,Shinyanga,21.05263158,21,12688,20,6,30,8029,primary,,,,,,,,,,Shinyanga,57,12,-8.947368421
PS1705-046,Kimandaguli Primary School,Shinyanga,52.94117647,53,4870,36,20,55.55555556,5627,primary,,,,,,,,,,Shinyanga,51,27,-2.614379085
PS1705-047,Kituli Primary School,Shinyanga,72.72727273,73,2035,97,24,24.74226804,5116,primary,,,,,,,,,,Shinyanga,55,40,47.98500469
PS1705-048,Kizungu Primary School,Shinyanga,35,35,9289,,,,10558,primary,,,,,,,,,,Shinyanga,40,14,
PS1705-049,Lohumbo Primary School,Shinyanga,25.49019608,25,12383,28,5,17.85714286,9993,primary,,,,,,,,,,Shinyanga,51,13,7.633053221
PS1705-050,Lyabukande Primary School,Shinyanga,32.84671533,33,11015,,,,12660,primary,,,,,,,,,,Shinyanga,137,45,
PS1705-051,Lyabusalu 'a' Primary School,Shinyanga,11.29032258,11,14725,,,,4490,primary,,,,,,,,,,Shinyanga,62,7,
PS1705-052,Lyabusalu 'b' Primary School,Shinyanga,38.88888889,39,6678,,,,,primary,,,,,,,,,,Shinyanga,36,14,
PS1705-053,Lyagiti Primary School,Shinyanga,43.75,44,8530,,,,13961,primary,,,,,,,,,,Shinyanga,48,21,
PS1705-054,Lyamidati Primary School,Shinyanga,28.57142857,29,9485,,,,5077,primary,,,,,,,,,,Shinyanga,42,12,
PS1705-055,Mahembe Primary School,Shinyanga,75,75,3234,61,8,13.1147541,10953,primary,,,,,,,,,,Shinyanga,20,15,61.8852459
PS1705-056,Manheigana Primary School,Shinyanga,37.17948718,37,10235,,,,7725,primary,,,,,,,,,,Shinyanga,78,29,
PS1705-057,Manyada Primary School,Shinyanga,26.92307692,27,12808,,,,12600,primary,,,,,,,,,,Shinyanga,52,14,
PS1705-058,Mapingili Primary School,Shinyanga,9.523809524,10,15336,35,7,20,14407,primary,,,,,,,,,,Shinyanga,21,2,-10.47619048
PS1705-059,Masekelo Primary School,Shinyanga,8.571428571,9,15277,65,11,16.92307692,12732,primary,,,,,,,,,,Shinyanga,35,3,-8.351648352
PS1705-060,Masengwa Primary School,Shinyanga,36.84210526,37,9826,33,0,0,13423,primary,,,,,,,,,,Shinyanga,38,14,36.84210526
PS1705-061,Maskati Primary School,Shinyanga,30.55555556,31,13183,41,23,56.09756098,10299,primary,,,,,,,,,,Shinyanga,36,11,-25.54200542
PS1705-062,Masunula Primary School,Shinyanga,32,32,11941,38,10,26.31578947,8694,primary,,,,,,,,,,Shinyanga,50,16,5.684210526
PS1705-063,Mawemilu Primary School,Shinyanga,14.28571429,14,14610,65,15,23.07692308,13462,primary,,,,,,,,,,Shinyanga,28,4,-8.791208791
PS1705-064,Mendo Primary School,Shinyanga,40,40,9887,,,,14021,primary,,,,,,,,,,Shinyanga,20,8,
PS1705-065,Mhangu 'a' Primary School,Shinyanga,84,84,2788,53,15,28.30188679,982,primary,,,,,,,,,,Shinyanga,50,42,55.69811321
PS1705-066,Mhangu 'b' Primary School,Shinyanga,94,94,1793,,,,1141,primary,,,,,,,,,,Shinyanga,50,47,
PS1705-067,Mishepo Primary School,Shinyanga,29.16666667,29,12392,,,,11327,primary,,,,,,,,,,Shinyanga,24,7,
PS1705-068,Mwabagehu Primary School,Shinyanga,6.25,6,14968,84,30,35.71428571,15029,primary,,,,,,,,,,Shinyanga,32,2,-29.46428571
PS1705-069,Mwabenda Primary School,Shinyanga,35.71428571,36,12683,60,13,21.66666667,6553,primary,,,,,,,,,,Shinyanga,28,10,14.04761905
PS1705-070,Mwabundala Primary School,Shinyanga,23.52941176,24,14564,,,,9566,primary,,,,,,,,,,Shinyanga,34,8,
PS1705-071,Mwajiji Primary School,Shinyanga,24.28571429,24,12709,39,4,10.25641026,9607,primary,,,,,,,,,,Shinyanga,70,17,14.02930403
PS1705-072,Mwajilugula Primary School,Shinyanga,71.42857143,71,6132,107,15,14.01869159,14554,primary,,,,,,,,,,Shinyanga,35,25,57.40987984
PS1705-073,Mwakatola Primary School,Shinyanga,46.15384615,46,8051,32,17,53.125,8498,primary,,,,,,,,,,Shinyanga,39,18,-6.971153846
PS1705-074,Mwakuhenga Primary School,Shinyanga,17.07317073,17,15164,66,21,31.81818182,14202,primary,,,,,,,,,,Shinyanga,41,7,-14.74501109
PS1705-075,Mwamakaranga Primary School,Shinyanga,39.58333333,40,7855,,,,11167,primary,,,,,,,,,,Shinyanga,48,19,
PS1705-076,Mwamalulu Primary School,Shinyanga,38.70967742,39,8645,,,,12518,primary,,,,,,,,,,Shinyanga,31,12,
PS1705-077,Mwamanyuda Primary School,Shinyanga,33.33333333,33,11151,,,,14068,primary,,,,,,,,,,Shinyanga,33,11,
PS1705-078,Mwambasha Primary School,Shinyanga,13.79310345,14,15259,67,16,23.88059701,12300,primary,,,,,,,,,,Shinyanga,29,4,-10.08749357
PS1705-079,Mwandutu Primary School,Shinyanga,36.66666667,37,7833,77,9,11.68831169,7569,primary,,,,,,,,,,Shinyanga,30,11,24.97835498
PS1705-080,Mwanono Primary School,Shinyanga,97.14285714,97,1350,,,,1436,primary,,,,,,,,,,Shinyanga,35,34,
PS1705-081,Mwasele Primary School,Shinyanga,0,0,15426,,,,13360,primary,,,,,,,,,,Shinyanga,23,0,
PS1705-082,Mwasenge Primary School,Shinyanga,23.68421053,24,12705,38,4,10.52631579,13772,primary,,,,,,,,,,Shinyanga,38,9,13.15789474
PS1705-083,Mwashagi Primary School,Shinyanga,83.78378378,84,1788,49,2,4.081632653,13626,primary,,,,,,,,,,Shinyanga,37,31,79.70215113
PS1705-084,Mwasingu Primary School,Shinyanga,15.6626506,16,14374,30,5,16.66666667,12830,primary,,,,,,,,,,Shinyanga,83,13,-1.004016064
PS1705-085,Nduguti Primary School,Shinyanga,27.27272727,27,13509,49,12,24.48979592,13234,primary,,,,,,,,,,Shinyanga,22,6,2.782931354
PS1705-086,Ng'hama Primary School,Shinyanga,24,24,13665,39,1,2.564102564,11121,primary,,,,,,,,,,Shinyanga,25,6,21.43589744
PS1705-087,Ng'homango Primary School,Shinyanga,12.06896552,12,14561,45,32,71.11111111,8626,primary,,,,,,,,,,Shinyanga,58,7,-59.04214559
PS1705-088,Ng'wakitolyo Primary School,Shinyanga,25.42372881,25,12661,,,,13388,primary,,,,,,,,,,Shinyanga,59,15,
PS1705-089,Ng'walukwa 'a' Primary School,Shinyanga,47.61904762,48,7009,,,,14245,primary,,,,,,,,,,Shinyanga,42,20,
PS1705-090,Ng'walukwa 'b' Primary School,Shinyanga,27.77777778,28,11557,,,,14606,primary,,,,,,,,,,Shinyanga,36,10,
PS1705-091,Ng'wamadilanha Primary School,Shinyanga,22.44897959,22,13312,,,,9655,primary,,,,,,,,,,Shinyanga,49,11,
PS1705-092,Ng'wamkanga Primary School,Shinyanga,25.53191489,26,12779,65,11,16.92307692,14460,primary,,,,,,,,,,Shinyanga,47,12,8.608837971
PS1705-093,Ng'wampangabule Primary School,Shinyanga,26.82926829,27,13234,,,,11352,primary,,,,,,,,,,Shinyanga,41,11,
PS1705-094,Ng'wanangi Primary School,Shinyanga,27.45098039,27,11978,24,7,29.16666667,9389,primary,,,,,,,,,,Shinyanga,51,14,-1.715686275
PS1705-095,Ng'wang'osha Primary School,Shinyanga,36.17021277,36,9860,,,,7180,primary,,,,,,,,,,Shinyanga,47,17,
PS1705-096,Ng'wanhangala Primary School,Shinyanga,31.70731707,32,9934,,,,9480,primary,,,,,,,,,,Shinyanga,41,13,
PS1705-097,Ngokolo Primary School,Shinyanga,35.61643836,36,9626,,,,11161,primary,,,,,,,,,,Shinyanga,73,26,
PS1705-098,Nhendegese Primary School,Shinyanga,60,60,4561,,,,4995,primary,,,,,,,,,,Shinyanga,80,48,
PS1705-099,Nhumbili Primary School,Shinyanga,22.85714286,23,11751,,,,8316,primary,,,,,,,,,,Shinyanga,35,8,
PS1705-100,Nsalala Primary School,Shinyanga,46.51162791,47,7644,58,6,10.34482759,9185,primary,,,,,,,,,,Shinyanga,43,20,36.16680032
PS1705-101,Nshishinulu Primary School,Shinyanga,18.51851852,19,13383,,,,11370,primary,,,,,,,,,,Shinyanga,54,10,
PS1705-102,Nyaligongo Primary School,Shinyanga,60,60,5994,,,,8772,primary,,,,,,,,,,Shinyanga,20,12,
PS1705-103,Nyamalogo Primary School,Shinyanga,65.625,66,3361,69,10,14.49275362,7325,primary,,,,,,,,,,Shinyanga,32,21,51.13224638
PS1705-104,Nyandolwa Primary School,Shinyanga,17.77777778,18,14647,,,,10800,primary,,,,,,,,,,Shinyanga,45,8,
PS1705-105,Nyang'ombe Primary School,Shinyanga,3.333333333,3,15610,38,4,10.52631579,13958,primary,,,,,,,,,,Shinyanga,30,1,-7.192982456
PS1705-106,Nyida Primary School,Shinyanga,13.63636364,14,14035,37,3,8.108108108,10305,primary,,,,,,,,,,Shinyanga,44,6,5.528255528
PS1705-107,Nyika Primary School,Shinyanga,35.29411765,35,11922,,,,14263,primary,,,,,,,,,,Shinyanga,34,12,
PS1705-108,Nzagaluba Primary School,Shinyanga,54.83870968,55,6929,,,,10946,primary,,,,,,,,,,Shinyanga,31,17,
PS1705-109,Nzoza Primary School,Shinyanga,27.77777778,28,11344,31,19,61.29032258,1792,primary,,,,,,,,,,Shinyanga,54,15,-33.5125448
PS1705-110,Pandagichiza Primary School,Shinyanga,34.09090909,34,10602,,,,12980,primary,,,,,,,,,,Shinyanga,44,15,
PS1705-111,Puni Primary School,Shinyanga,68.18181818,68,4175,,,,7315,primary,,,,,,,,,,Shinyanga,22,15,
PS1705-112,Salawe Primary School,Shinyanga,96.2962963,96,1520,,,,618,primary,,,,,,,,,,Shinyanga,27,26,
PS1705-113,Samuye Primary School,Shinyanga,89.74358974,90,1332,40,4,10,1725,primary,,,,,,,,,,Shinyanga,39,35,79.74358974
